04:52:29,1,0,0
04:52:44,1,0,0
04:52:59,1,0,0
04:53:14,1,0,0
04:53:29,1,0,0
04:53:44,1,0,0
04:53:59,1,0,0
04:54:14,1,0,0
04:54:30,1,0,0
04:54:45,1,0,0
04:55:00,1,0,0
04:55:15,1,0,0
04:55:30,1,0,0
04:55:45,1,0,0
04:56:00,1,0,0
04:56:15,1,0,0
04:56:30,1,0,0
04:56:46,1,0,0
04:57:01,1,0,0
04:57:16,1,0,0
04:57:31,1,0,0
04:57:46,1,0,0
04:58:01,1,0,0
04:58:16,1,0,0
04:58:31,1,0,0
04:58:47,1,0,0
04:59:02,1,0,0
04:59:17,1,0,0
04:59:32,1,0,0
04:59:47,1,0,0
05:00:02,1,0,0
05:00:17,1,0,0
05:00:32,1,0,0
05:00:47,1,0,0
05:01:03,1,0,0
05:01:18,1,0,0
05:01:33,1,0,0
05:01:48,1,0,0
05:02:03,1,0,0
05:02:18,1,0,0
05:02:33,1,0,0
05:02:48,1,0,0
05:03:03,1,0,0
05:03:19,1,0,0
05:03:34,1,0,0
05:03:49,1,0,0
05:04:04,1,0,0
05:04:19,1,0,0
05:04:34,1,0,0
05:04:49,1,0,0
05:05:04,1,0,0
05:05:20,1,0,0
05:05:35,1,0,0
05:05:50,1,0,0
05:06:05,1,0,0
05:06:20,1,0,0
05:06:35,1,0,0
05:06:50,1,0,0
05:07:05,1,0,0
05:07:20,1,0,0
05:07:36,1,0,0
05:07:51,1,0,0
05:08:06,1,0,0
05:08:21,1,0,0
05:08:36,1,0,0
05:08:51,1,0,0
05:09:06,1,0,0
05:09:21,1,0,0
05:09:37,1,0,0
05:09:52,1,0,0
05:10:07,1,0,0
05:10:22,1,0,0
05:10:37,1,0,0
05:10:52,1,0,0
05:11:07,1,0,0
05:11:22,1,0,0
05:11:37,1,0,0
05:11:53,1,0,0
05:12:08,1,0,0
05:12:23,1,0,0
05:12:38,1,0,0
05:12:53,1,0,0
05:13:08,1,0,0
05:13:23,1,0,0
05:13:38,1,0,0
05:13:53,1,0,0
05:14:09,1,0,0
05:14:24,1,0,0
05:14:39,1,0,0
05:14:54,1,0,0
05:15:09,1,0,0
05:15:24,1,0,0
05:15:39,1,0,0
05:15:54,1,0,0
05:16:10,1,0,0
05:16:25,1,0,0
05:16:40,1,0,0
05:16:55,1,0,0
05:17:10,1,0,0
05:17:25,1,0,0
05:17:40,1,0,0
05:17:55,1,0,0
